
2016,11863865978,4.66
2015,11335264967,-14.31
2014,13228244357,3.54
2013,12776277515,3.71
2012,12319784787,-4.43
2011,12890867539,8.08
2010,11926953259,-0.97
2009,12044212904,-6.50
2008,12881352688,20.38
2007,10701011897,19.00
2006,8992642349,10.22
2005,8158548717,
